idvariant,variant_kode,variant_nama,variant_harga,variant_stock,variant_date,variant_author,variant_ls_stock,variant_ls_date,variant_ls_author
399,"RES","RES WOMAN",2.5000000000000000e+03,4.8400000000000000e+02,"2015-04-16","OLLA",0.0000000000000000e+00,"2015-04-16","OLLA"
400,"BKM","BKM MAN",2.5000000000000000e+03,5.0000000000000000e+02,"2015-05-27","OLLA",0.0000000000000000e+00,"2015-05-27","OLLA"
401,"PSG","PSG MAN",2.5000000000000000e+03,4.0000000000000000e+02,"2015-06-26","OLLA",0.0000000000000000e+00,"2015-06-26","OLLA"
404,"DDB ","DDB ",2.5000000000000000e+03,2.5120000000000005e+02,"2015-12-24","OLLA",0.0000000000000000e+00,"2015-12-24","OLLA"
406,"JMM","JMM MAN",3.5000000000000000e+03,4.1360000000000002e+02,"2016-01-28","OLLA",0.0000000000000000e+00,"2016-01-28","OLLA"
407,"BME","BME MAN",2.5000000000000000e+03,2.0100000000000000e+02,"2016-02-06","OLLA",0.0000000000000000e+00,"2016-02-06","OLLA"
408,"KOP","KOPI",2.0000000000000000e+03,1.0250000000000000e+02,"2016-04-13","OLLA",0.0000000000000000e+00,"2016-04-13","OLLA"
410,"TDR ","TDR WOMAN",3.5000000000000000e+03,2.1839999999999998e+02,"2016-05-14","OLLA",0.0000000000000000e+00,"2016-05-14","OLLA"
411,"QEN","QEN WOMAN",2.5000000000000000e+03,4.6839999999999998e+02,"2016-05-21","YUNI",0.0000000000000000e+00,"2016-05-21","YUNI"
412,"JPT","JPT WOMAN",2.5000000000000000e+03,1.5419999999999999e+02,"2016-05-30","YUNI",0.0000000000000000e+00,"2016-05-30","YUNI"
413,"ZLA","ZLA MAN",2.5000000000000000e+03,1.1820000000000000e+02,"2016-09-10","YUNI",0.0000000000000000e+00,"2016-09-10","YUNI"
